A,B
P52648,P02423
P76316,P60438
P02388,P76316
P76316,P02354
P76340,P76092
P10443,P33916
P0A9P0,P33916
P33916,P76027
P60438,P33916
P33916,P39199
P39199,P04475
P60438,P39199
P39199,P02364
P22257,P39199
P39199,P76114
P36979,P31119
P06959,P36979
P36979,P15716
P36979,P52084
P21168,P36979
P02996,P36979
P37192,P36979
P06982,P36979
P43329,P36979
P02995,P36979
P02999,P36979
P36979,P0A9P0
P36979,P13030
P36979,P14825
P36979,P06993
P06996,P36979
P14374,P36979
P36979,P03017
P02384,P36979
P02387,P36979
P02422,P36979
P36979,P02372
P02942,P36979
P36979,P21499
P71238,P36979
P75864,P36979
P36950,P36979
P37765,P36979
P76367,P36979
P36979,Q47413
P36979,P30871
P04384,P36979
P36979,P13519
P36979,P08400
P36979,P02388
P02389,P36979
P36979,P02390
P02421,P36979
P02423,P36979
P36979,P02424
P02425,P36979
P02427,P36979
P02428,P36979
P36979,P02429
P36979,P00577
P02349,P36979
P36979,P02352
P36979,P02354
P0A7W1,P36979
P36979,P02358
P36979,P02364
P02370,P36979
P36979,P02374
P10408,P36979
P14081,P36979
P36979,P17580
P21507,P36979
P0CE47,P36979
P33635,P36979
P36979,P42550
P36979,P37634
P36979,P36564
P36540,P03815
P36540,P02409
P36540,P02392
P02429,P36540
P02436,P36540
P36540,P00577
P36540,P0A7V0
P36540,P02359
P02370,P36540
P0CE47,P36540
P36540,P45428
P77402,P33633
P76594,P60438
P02378,P33633
P33633,P42632
P33635,P76578
P04287,P33635
P33635,P28631
P02384,P33635
P02387,P33635
P33635,P02390
P02418,P33635
P33635,P02414
P33635,P02419
P33635,P02421
P02352,P33635
P02354,P33635
P33635,P0A7W1
P02359,P33635
P02361,P33635
P02366,P33635
P33635,P02367
P02369,P33635
P02370,P33635
Q46930,P08885
P37765,P02364
P02349,P76104
P36979,P33599
P37349,P76072
P08622,P36979
P00583,P36950
P02369,P37765
P31142,P24237
P76316,P0A7W1
P36979,P05055
P0A7V0,P36979
P10904,P36540
P33635,P02423
P76594,P76539
P36950,P04475
P76104,P02425
P36540,P10413
P02384,P75864
P75864,P33635
P0A9P0,P75989
P02379,P37765
P37765,P21499
P75776,P37765
P75864,P37765
P33635,P37765
P45471,P37765
P02421,P76104
P02423,P76104
P52648,P02436
P0A7W1,P52648
P76316,P02384
P08177,P36979
P36979,P21513
P60438,P36979
P36979,P02392
P02410,P36979
P36979,P02413
P36979,P02419
P02359,P36979
P33635,P02375
P02378,P33635
P02379,P33635
P77499,P33635
P02414,P76594
P76594,P02416
P02423,P76594
P76594,P02369
P76594,P02370
P76594,P02375
P36663,P36663
P04475,P24188
P75966,P37765
P76104,P14081
P39903,P52005
P0A6F5,P52648
P45463,P76316
P03815,P36979
P23304,P36979
P36979,P02342
P36979,P02420
P02358,P33635
P37765,P02370
P02932,P36979
P36540,P02408
P02342,P33635
Q46930,P23304
P02388,P52648
P33635,P02371
P33635,P02372
P33635,P02374
P08622,P76594
P76594,P02341
P24191,P76594
P76594,P02410
P02428,P76594
P76594,P0A7V0
P0A7W1,P76594
P02364,P76594
P39299,P76594
P37768,P37768
P04475,P52126
P06977,P52126
P0A6F5,P52126
P52126,P60438
P52126,P02392
P02424,P52126
P45578,P04475
P75936,P36663
P36663,P17963
P36663,P02364
P04475,Q46906
Q46906,P60438
P02388,Q46906
P02422,Q46906
Q46906,P02423
P00574,Q46906
Q46906,P02354
P75816,Q46906
P02342,Q46930
Q46930,P02384
Q46930,P02387
P60438,Q46930
Q46930,P02388
Q46930,P02389
P02390,Q46930
Q46930,P02418
Q46930,P02408
P02410,Q46930
Q46930,P02411
Q46930,P02413
P02414,Q46930
P02416,Q46930
P02419,Q46930
Q46930,P02420
P02421,Q46930
P02422,Q46930
Q46930,P02423
P02425,Q46930
Q46930,P02426
P02349,Q46930
Q46930,P0A7V0
Q46930,P02352
Q46930,P02354
Q46930,P0A7W1
Q46930,P02358
P02359,Q46930
Q46930,P02369
P02374,Q46930
Q46930,P02375
Q46930,P02378
Q46930,P17580
P21507,Q46930
P21499,Q46930
P77482,Q46930
P75864,Q46930
Q46930,P37765
P33635,Q46930
Q46802,Q46802
Q46802,P08177
P0A9P0,P76594
P76594,P02378
P02436,Q46906
Q46930,P02428
P76594,P02413
P45527,P0CE47
P36564,P0A7V0
P23839,P0CE47
P60438,P32130
P31805,P06977
P31805,P09373
P39286,P71241
P39299,P02384
P39299,P02352
P37163,P37773
P0AFG8,P33371
P0AFG8,P45465
P32130,P03843
P37618,P00575
P31473,P0A7V0
P02423,P39286
P39299,P0CE47
P02341,P45465
P02387,P32049
P60438,P32049
P02389,P32049
P02390,P32049
P02418,P32049
P02408,P32049
P32049,P02423
P02359,P32049
P32049,P02369
P32049,P02372
P02379,P32049
P21507,P32049
P32049,P77349
P32049,P75864
P33635,P32049
P32049,P30871
P24183,P67080
P02364,P67080
P25887,P04475
P00583,P25887
P0AFG8,P30871
P30871,P06959
P30871,P02428
P05852,P0AFG8
P37185,P05852
P05852,P00574
P00575,P05852
P05852,P02364
P03843,P0A7W1
P03843,P02359
P31221,P00583
P33995,P02901
P36996,P33995
P0A6F5,P33995
P33995,P02423
P33995,P02370
P0AFG8,P45527
P45527,P06959
P45527,P08177
P45527,P0A9P0
P42550,P02388
P42550,P02410
P42550,P02421
P42550,P33635
P42550,P37617
P42641,P76195
P42641,P71295
P32666,P42641
P42641,P27298
P02392,P42641
P00574,P42641
P33643,P42641
P02932,P45476
P46482,P45476
P76316,P45426
P07015,P45535
P45544,P14294
P04475,P10120
P37618,P06977
P37618,P11457
P37618,P02392
P31805,P37618
P0A6F5,P37195
P14374,P37195
P37195,P02384
P02387,P37195
P00577,P37195
P0A7V0,P37195
P02354,P37195
P37634,P0AFG8
P37634,P0A6F5
P32130,P37634
P36564,P06959
P02384,P36564
P36564,P60438
P36564,P02410
P36564,P02419
P36564,P02423
P33635,P36564
P42550,P36564
P75966,P36564
P23839,P04475
P23839,P0A9P0
P23839,P0A7V0
P02372,P23839
P31462,P23839
P04475,P09997
P0A6F5,P09997
P03818,P77247
P31473,P31473
P30867,P31473
P31473,P02905
P76168,P31473
P31473,P23892
P04475,P31473
P00363,P31473
P18956,P31473
P31473,P09372
P02995,P31473
P52095,P31473
P31473,P0A9P0
P31473,P02408
P32147,P02423
P27862,P06612
P27862,P32132
P02387,P32130
P32130,P02388
P10408,P32130
P32130,P17580
P75864,P32130
P32144,P32144
P32147,P06961
P60438,P32147
P32147,P32130
P32148,P04475
P32148,P28302
P06977,P32148
P32148,P52138
P31805,P0A6F5
P31805,P02392
P31805,P02349
P31805,P31806
P31806,P06959
P31806,P0A9P0
P22186,P31806
P0AFG8,P39286
P39286,P76551
P04475,P39286
P39286,P02996
P06977,P39286
P39286,P0A6F5
P39286,P05041
P02392,P39286
P39286,P02410
P39286,P76069
P39286,P03822
P77779,P39290
P39299,P76578
P02424,P39286
P39286,P02436
P39286,P02349
P39286,P0A7V0
P39286,P02352
P39286,P02359
P39286,P02364
P02370,P39286
P77562,P39286
P39286,P39830
P77627,P39286
P39290,P02390
P39290,P02418
P39290,P02410
P02419,P39290
P39290,P02420
P02423,P39290
P02428,P39290
P39290,P02436
P0A7V0,P39290
P39290,P0A7W1
P39290,P02359
P02364,P39290
P39290,P02379
P39290,P31805
P39299,P39299
P39299,P06959
P39299,P08622
P39299,P02392
P02410,P39299
P39299,P02420
P39299,P02422
P02423,P39299
P39299,P02428
P02349,P39299
P39299,P0A7W1
P02359,P39299
P39299,P02361
P39299,P02363
P39299,P02364
P02367,P39299
P39299,P02369
P02375,P39299
P02378,P39299
P77522,P77499
P0A9P0,P33371
P33371,P12638
P02410,P33371
P02423,P33371
P77802,P39299
P39299,P75742
P42623,P39299
P06959,P37163
P06980,P37163
P15344,P37163
P0A9P0,P37163
P45539,P37163
P37163,P77247
P39336,P02424
P04475,P37342
P77645,P08622
P77645,P04475
P77645,P07655
P0CE47,P77645
P60438,P76114
P77689,P77522
P05042,P33371
P33371,P02342
P33371,P32053
P33371,P24230
P0A7W1,P33371
P02359,P33371
P02364,P33371
P33371,P10408
P33371,P76069
P28244,P33371
P52138,P33371
P77475,P04475
P77475,P0A6F5
P06959,P67087
P45465,P0A9P0
P45465,P02410
P45465,P02428
P45393,P04475
P45393,P37181
P45393,P0A6F5
P45748,P02423
P45748,P0A7V0
P0A7W1,P45748
P45748,P02364
P02372,P45748
P45802,P02418
P45802,P02410
P45802,P02411
P45802,P02420
P45802,P02352
P02410,P32049
P02387,P42550
P02420,P36564
P0AEX5,P32148
P76092,P39299
P77499,P02384
P23839,P23839
P31806,P31806
P75728,P33230
P16433,P45464
P45527,P0A6F5
P0CE47,P05852
P32049,P02425
P0A7V0,P42550
P00575,P37195
P31473,P11555
P32148,P31805
P39286,P02369
P39290,P31806
P39299,P02370
P02392,P45393
P76115,P32049
P36564,P02428
P23839,P00575
P31473,P02392
P28302,P31805
P39299,P0A7V0
P37666,P36938
P39290,P60438
P02349,P32049
P0A7V0,P32049
P02352,P32049
P02354,P32049
P32049,P0A7W1
P32049,P02358
P02934,P30871
P30871,P06996
P30871,P02932
P02409,P42550
P42550,P02422
P42550,P02359
P45476,P05050
P02388,P37195
P36564,P02359
P36564,P02370
P08622,P23839
P24182,P31473
P75728,P32148
P0A8N7,P0AFG8
P31805,P04475
P39286,P60438
P02388,P39286
P04475,P39299
P39299,P02341
P39299,P0A9P0
P03030,P39299
P0A6F5,P39299
P60438,P39299
P39299,P02388
P17582,P33371
P33371,P10378
P33371,P02411
P02419,P33371
P02423,P45802
P45802,P02428
P45802,P0A7V0
P32049,P02388
P02378,P32049
P02392,P05852
P45475,P45527
P36564,P0A7W1
P02424,P23839
P31473,P02372
P31805,P25665
P31805,P12283
P39286,P02372
P39299,P02411
P39299,P02354
P39332,P39184
P0A7V0,P33371
P37678,P36651
P45465,P06959
P02409,P45748
P32049,P02420
P42550,P60438
P37618,P0AFG8
P02421,P36564
P02392,P32148
P39299,P66948
P77689,P77499
P33371,P13017
P0A9P0,Q46802
P0CE47,Q46802
P09160,P76440
P09160,P40681
P0A6F5,P09160
P09160,P43671
P0A7V0,P09160
P75782,P09160
P0A9P0,P52037
P0AFG8,P32049
P76092,P32049
P32049,P23304
P04475,P32049
P00962,P32049
P32049,P43329
P0A9P0,P32049
P02927,P32049
P32049,P23830
P02424,P45748
P60438,P45803
P45802,P02359
P02364,P45802
P13458,P45802
P45802,P75683
P75954,P45802
P45802,P28224
P22763,P45803
P45803,P33593
P45803,P0A7W1
P45803,P02359
P45803,P0A7V0
P0A7W1,P45802
P02364,P45803
P45803,P02367
P0CE47,P45803
P02352,P45803
P16926,P16926
P16926,P13519
P16926,P0ABH4
P14497,P15069
P18471,P15069
P18006,P15069
P18472,P18471
P18035,P18472
P17580,P42641
P23304,P42641
P09152,P12281
P09152,P32125
P09152,P28694
P09152,P32173
P0AFM6,P0AFM6
P24255,P37344
P0AFM9,P0AFM6
P23855,P23855
P0AFM6,P23855
P42902,P42902
P0A962,P0A962
P08202,P08202
P18335,P18335
P11447,P11447
P0ACI6,P0ACI6
Q06065,Q06065
P17445,P17445
P60584,P60584
P37047,P37047
P69791,P69791
P0A9I1,P0A9I1
P27111,P27111
P17582,P17582
P23845,P23845
P0ACK5,P0ACK5
P46068,P46068
P06846,P06846
P15047,P15047
P0A9B6,P0A9B6
P76541,P76541
P0ABF4,P0ABF4
P65643,P65643
P0ACU5,P0ACU5
P13669,P13669
P80668,P80668
P26266,P26266
P31068,P31068
P15070,P15070
P0AC19,P0AC19
P0AB87,P0AB87
P25748,P25748
P23522,P23522
P0ABQ2,P0ABQ2
P0A9F6,P0A9F6
P00370,P00370
P0AEQ1,P0AEQ1
P32665,P32665
P00584,P00584
P0ACL0,P0ACL0
P0ACP5,P0ACP5
P0AET8,P0AET8
P15002,P15002
P06989,P06989
P36645,P36645
P39377,P39377
P00894,P00894
P00893,P00893
P05827,P05827
P0C8K0,P0C8K0
P31069,P31069
P76268,P76268
P0ACL7,P0ACL7
P76143,P76143
P76141,P76141
P18811,P18811
P03841,P03841
P77044,P77044
P33599,P33599
P76082,P76082
P76084,P76084
P31057,P31057
P24223,P24223
P16686,P16686
P0A9K1,P0A9K1
P0A9K7,P0A9K7
P43671,P43671
P07013,P07013
P23862,P23862
P00373,P00373
P31660,P31660
P27826,P27826
P32670,P32670
P24554,P24554
P0A7H6,P0A7H6
P33228,P33228
P32170,P32170
P22564,P22564
P37053,P37053
P38035,P38035
P0A821,P0A821
P39361,P39361
P39366,P39366
P60651,P60651
Q46812,Q46812
P76072,P76072
P36664,P36664
P30139,P30139
P39304,P39304
P39161,P39161
P22938,P22938
P30864,P30864
P75682,P75682
P55756,P55756
P19677,P19677
P0ACJ5,P0ACJ5
P64435,P64435
P0A8Y8,P0A8Y8
P39455,P39455
P45955,P45955
P21367,P21367
P75839,P75839
P75897,P75897
P04379,P04379
P76034,P76034
P76065,P76065
P77515,P77515
P52109,P52109
P77147,P77147
P76272,P76272
P76341,P76341
P76367,P76367
P0ACM5,P0ACM5
P0ACR4,P0ACR4
P33020,P33020
P76469,P76469
P77808,P77808
P76491,P76491
P76492,P76492
P76508,P76508
P76513,P76513
P0AD37,P0AD37
P27238,P27238
P77245,P77245
P76543,P76543
P76550,P76550
P37767,P37767
P52101,P52101
P37338,P37338
P52598,P52598
Q46890,Q46890
P42623,P42623
P0ADV1,P0ADV1
P67662,P67662
P64624,P64624
P45545,P45545
P37641,P37641
P0CF43,P0CF43
P37682,P37682
P37686,P37686
P25531,P25531
P31460,P31460
P32698,P32698
P39300,P39300
P39333,P39333
P39356,P39356
P75713,P75713
P75974,P75974
P0AEB5,P0AEB5
P0A6W0,P0A6W0
P77559,P77559
P76227,P76227
P76539,P76539
P76585,P76585
Q46808,Q46808
Q46872,Q46872
P64604,P64604
P0ADV9,P0ADV9
P56262,P56262
P0ACN2,P0ACN2
P39319,P39319
P23305,P23305
P18034,P18034
P52605,P52605
P03052,P52605
P76446,P76446
P33915,P33915
P0AA76,P0AA76
P39386,P39386
P77529,P77529
P31223,P02930
P02930,P31224
P02930,P08716
P06739,P02930
P06739,P08716
P31224,P31224
P31223,P24177
P31223,P18400
P07017,P07365
P07363,P07365
P37013,P37013
P39171,P02901
P22523,P39171
P09097,P05703
P05702,P05703
P05702,P05702
P05703,P05703
P36683,P36683
P03024,P03024
P22523,P06138
P00574,P0A9E5
P02424,P07019
P07019,P02422
P07019,P02427
P07019,P10121
P23893,P0A6X1
P29131,P06137
P06137,P06136
P22187,P04286
P04286,P58034
P58034,P06136
P10122,P06137
P10122,P06136
P29131,P58034
P0A6S5,P04286
P0A6S5,P22187
P0A6S5,P29131
P06136,P0A6S5
P22187,P29131
P58034,P22187
P03025,P03025
P36662,P33225
P00579,P09378
P03020,P00579
P00579,P0A9E5
Q659Z5,Q659Z5
P0A8W0,P0A8W0
P03024,P02342
Q46925,P0AGF2
P0AGF2,P0AGF2
P76194,P76194
P77444,P76194
Q46675,Q46675
P12996,P12996
P28905,Q9ZBB9
P08504,P06612
P00577,P08504
P08504,P00574
P08504,P00579
P03026,P22763
P30847,P69228
P30844,P30843
P07330,P07363
P16244,P08336
P08401,P08368
P0ACZ8,P77485
P14377,P14375
P21865,P21866
P10956,P10957
P27896,P31802
P08400,P08402
P23836,P23837
P52108,P18392
P39453,P38684
P0AGA6,P09835
P76340,P76339
P0AD14,P33356
P52101,P0AFU4
P33226,P39453
P33226,P33225
P0AFZ5,P08177
P60438,P02384
P02413,P02387
P02416,P02387
P02409,P02389
P02390,P02409
P02425,P02411
P02425,P02420
P02413,P02427
P02416,P02413
P02416,P02427
P02420,P02423
P02352,P02392
P00824,P00832
P33138,P25663
P00824,P00824
P76658,P76658
P05054,P05054
P46859,P46859
P76016,P76015
P23883,P76016
P76016,P76016
Q47083,Q47083
P21363,P21363
P21362,P21362
P0A9D4,P11096
P11096,P11096
P76174,P76174
P04475,P18775
P76174,P18775
P33225,P76174
P76387,P76387
P0A930,P0A930
P0A930,P76387
P09375,P09375
P0AF18,P0AF18
P15723,P15723
P0AE06,P0AE06
Q1R8K8,P0A6B7
O33976,O33976
P0AFL6,P0AFL6
P0ACJ8,P0ACJ8
P0A6A8,P0A8Z3
P0A7A7,P0A6A8
P40710,P40710
P31224,P0ADZ7
P11904,P11904
P08083,P02931
P0AG11,P0AG11
P13035,P13035
P04128,P04128
P0A6Z3,P0A6Z3
P0A742,P0A742
P69786,P50456
P0ACS2,P0ACS2
P60785,P60785
P69681,P69681
P0A7F3,P0A786
P0AG30,P0AG30
P0A6F1,P00968
P31697,P08191
P0ABH9,P0A8Q6
P60844,P60844
P21513,P0A6P9
P0A8J8,P21513
P0A9H3,P31473
P08839,P0AA04
P0ABD3,P0ABD3
P63284,P63284
P0ABB0,P0ABB4
P0CE47,P0A6P1
P0AGE9,P0A836
P0A9K9,P0AAN3
P69741,P0AAN1
P0A9H3,P0A9H3
P0A6G7,P0A6G7
P0A6H5,P0A7B8
P08407,P15319
P0A7G6,P0A7G6
P0ABS8,P03007
P22524,P60293
P10408,P00634
P77335,P77335
P00581,P0AA25
P0C0S1,P0C0S1
P0A910,P0A910
P0AC41,P07014
P0AFX7,P0AEE3
P0AEE3,P0AEE3
P0AAM3,P77329
P0ACE0,P24192
P0AAM3,P16431
P24192,P0AAM7
P0AAM7,P0ACD8
P0AAM7,P24193
P24192,P0AAM3
P0ACE0,P0AAM7
P21513,P60422
P21513,P0A9P6
P21513,P0A7L0
P0A6A8,P0AAI5
P0A953,P0A6A8
P0A6A8,P10408
P0A6A8,P22523
P0A6A8,P0AG24
P08190,P31697
P30130,P31697
P0AGD7,P10121
P60752,P60752
P62538,P62538
P37019,P37019
P0AGB3,P08622
P0AGB3,P0A6F5
P0AGB3,P0A6Y8
P0C0V0,P02666
P00698,P0C0V0
P0A6A8,P53554
P0A9I5,P33937
P08408,P15319
Q8VRM4,Q8VPC3
P13423,P0A6F5
P0C0V0,P0C0V0
A1Z2S2,P76136
P07003,P07003
Q0P6M6,Q0P6M6
P28307,P0ABK7
P0ABK7,P0ABK7
P0A8E5,P0A9I5
P0AG30,P0AGK4
P76407,P0ABH7
P24188,P0A7K2
P0AFP6,P00959
P0AFG6,P77717
P77781,P0A7W7
P76536,P76551
P0A9W6,Q46808
P0A825,P0A6E4
P0A7R5,P00968
P21599,P0A9S3
P0A7K2,P39177
P10121,P60390
P0AFI5,P0A9T4
P75745,P0AAV4
P76194,P13024
P0A7C6,P29745
P0ABV6,P0AE78
P0AD99,P08312
P0A7K2,P0AFI2
P0A9P6,P02413
P0AG59,P77718
P0A7U7,P46837
P0A7M2,P76243
P0AAM7,P0A7G6
P0A7K2,P26647
P11988,P0AAN5
P0A6K3,P08390
P76236,P0A6Z3
P0AFG0,P0A9B2
P0A8C4,P0A8T7
P04968,P13029
P42641,P0A7K2
P0A8U6,P0AFF6
P0ADM8,P00894
P32718,P77268
P0A9K9,P68066
P0AF67,P63177
P76418,P76419
P30855,P45531
P76049,P64461
P31130,P0AAC0
P0A850,P0AB77
P12295,P08957
P13035,P0AEE8
P0A6G3,P77748
P09030,P0A9V1
P0AG63,P0A9P6
P19934,P21369
P21367,P0AAB8
P32153,P37689
P45800,P31134
P10443,P0A7K2
P32177,P0AG59
P0AEB2,P13035
P32701,P02358
P0A9W9,P0A9K9
P0A6P9,P28305
P77539,P0AB61
P77454,P0A8L7
P22523,P0A8G9
P0A7K6,P0A8W8
P0AFL3,P27434
P33937,P0AFG0
P0A9F3,P33230
P28631,P0A7M2
P77808,P0AE39
P0AE88,P00861
P0A6P9,P0AG07
P0A8N3,P76524
P0AAM3,P0A8N3
P0A7M2,P0A8W8
P37626,P37689
P63389,P0AFG3
P39177,P0AAC0
P0A9K9,P0AC81
P77434,P77743
P0A7K6,P31433
P0A8V2,P0ACF0
P43674,P0AAM7
P75967,P76268
P0A6A8,P39333
P09372,P0A769
P64554,P0A7K6
P65556,P77546
P78067,P64483
P76562,P0A6F9
P0A7M2,P0A850
P76347,P0ADT5
P0A9M0,P0A7R1
P08365,P0A9M8
P30139,P0A6R3
P38038,P17846
P0AAT6,P33348
P0AE88,P0AG86
P69913,P0AF59
P76503,P77439
P0AAH0,P0A6F9
P62623,P0A6F5
P0AC86,P0AGG4
P0A9P6,P0A8B5
P0A8A0,P50457
P0A8Y3,P39411
P76219,P76403
P27305,P0A7K2
P0A7K2,P37024
P15286,P76938
P0A7V3,P69407
P42632,P31473
P0A7M2,P26602
P76342,P0A6F9
P0A7T3,P0ABJ1
P0A8A8,P0A8H6
P0ACY1,P33363
Q46811,P0AEE1
P0A7U7,P77626
P0ADZ0,P0AB83
P0A7Y4,P21893
P0AFF6,P0A698
P26648,P76484
P32057,P37642
P77509,P0AGG8
P0ADF6,P0AES9
P64612,P23481
P52005,P0A746
P77374,P0A9P6
P25906,P64610
P77561,P0ACE7
P0A715,P0ACF0
P39396,P0A7R1
P0A7M2,P0AGC7
P68767,P15288
P42620,P76655
P17169,P62615
P0AED0,P0AAB8
P0AF90,P0AEK4
P0A7K2,P30748
P0A7K2,P0AF26
P77329,P0A6F9
P0A7R5,P60390
P0A7K2,P0A6Z6
P0A7H0,P0A6F5
P0AFG3,P28629
P0AFP6,P28629
P0A7B1,P0AAF6
P0AAF6,P0AAC6
P0AC13,P11989
P0AEC5,P0ABH9
P0ABH9,P14175
P15254,P0ABH9
P16918,P0ABH9
P0ABH9,P13458
P0AEM0,P06864
P0A955,P0AEM0
P0AEM0,P0A6S3
P25437,P0AEM0
P0AEM0,P0ACF0
P0AFD6,P0AEM0
P0AEM0,P0A7R1
P0AEM0,P0AG67
P0A7S9,P0AEM0
P0AEM0,P0AG59
P0A7T3,P0AEM0
P0AEM0,P75988
P0AEM0,P77409
Q46861,P0AEM0
P0AEM0,P0AGK4
P0A6F5,P0AEM9
P0A6M8,P33129
P36879,P69910
P0A6F5,P0AC81
P0A7E1,P0A6F5
P60240,Q47153
P0AEZ7,P0ACE7
P39359,P0ACE7
P0ADI0,P28905
P77318,P0A6H5
P0A6H5,P77804
P0A9X4,P0A6F5
P0A812,P0A6F5
P0A6F5,P63386
P0ACN4,P00956
P0A7B1,P00956
P0A9H7,P0ACD4
P0ACD4,P11557
P0ACD4,P0ABP6
P24207,P0ACD4
P0ACD4,P07004
P0AGE9,P0ACD4
P75961,P0ACD4
P75936,P62617
P39336,P0A9M0
P12995,P0A8N3
P0A8N3,P15877
P0A794,P0A8N3
P39315,P0A8N3
P0A754,P28635
P0A761,P76316
P0A9I5,P0A6F5
P0A6F5,P68739
P0A6F5,P0AFH0
P0A6F5,P0A7D1
P0A6F5,P0A7E9
P0AES0,P0AG30
P37765,P67762
P25539,P0A8V2
P38684,P0A8V2
P30139,P0A800
P0A800,P42590
P0A800,P77212
P0A8R7,P0AA43
P0AG24,P0A7B3
P0ACA3,P0A6F5
P37127,P0AFZ3
P0AF52,P14294
P0AEY8,P0AGG4
P0AGG4,P0AEE5
P0AEL8,P0AED5
P76578,P0A8D0
P0AAR3,P16918
P0AAR3,P76042
P0AAR3,P0ACY1
P0A9I5,P77756
P0ACH5,P0AFP2
P55135,P0AFP2
P77804,P0AFP2
P77376,P0AFP2
P76015,P0AAT6
P0AAT6,P33353
P0A9V8,P0AAT6
P32704,P0AAT6
P0A898,P32132
P03018,P0A9K3
P0AAE8,P0AAZ4
P0AAZ4,P33934
P0AFK6,P0AAZ4
P0AAZ4,P32135
P75849,P0AFG3
P77704,P0A717
P11875,P0A8A0
P0AET5,P0A8A0
P0A8A0,P31142
P0A8A2,P76069
P0A8B5,P0AB52
P0A8D0,P00961
P0A6F5,P0AC28
P0AF67,P0A6F5
P0A6W9,P0AF90
P60560,P0AF90
P0A840,P51025
P69506,P60723
P45578,P63020
P0AAT2,P0AG59
P0AF20,P62707
P75713,P0AC88
P0AG59,P64483
P24554,P45469
P0AGK4,P0A9K3
P37747,P0A850
P0A7T3,P45530
P30147,P0A761
P0AFK0,P0A6D0
P75835,P76576
P0ADE6,P64540
P0A6F9,P18776
P32053,P0A8H6
P76147,P0A825
P04128,P0AEA5
P0ABG4,P0A7U7
P69908,P0AGE0
P0A7R5,P0A7H3
P77619,P77672
P0A7M2,P69797
P0AFG0,P0ABJ1
P64610,P0AB61
P0A867,P0A796
P0A8U0,P75870
P0ADU5,P76170
P31460,P32132
P0A858,P0A7Z4
P77395,P0A9W3
P75870,P76418
P0AFP6,P76272
P75967,P77316
P0A898,P64429
P76542,P0ADE6
P37765,P0A809
P38521,P0ADS6
P77649,P64479
P00864,P32053
P10408,P0A8V2
P27247,P0A8N3
P15254,P0AEI4
P37659,P0A7R1
P0A6Z3,P0AG80
P0A988,P0ACU7
P17952,P0A6A8
P76085,P0A7M2
P0AGB0,P0A7R5
P0A858,P0A8N5
P76149,P75876
P0AEV9,Q47149
P37631,P05719
P0A6F9,P75718
P0ADZ0,P04152
P0AG80,P28632
P30850,P36548
P0AB40,P77721
P77674,P0AC65
P09373,P39347
P25526,P77775
P08956,P0A7K2
P0A8E7,P0A9I5
P0A7K2,P0AGB3
P0C0L9,P0AG78
P0AF26,P32177
P38521,P0A7N4
P0ACA7,P06987
P0AB10,P24554
P22188,P0AC75
Q46798,P0A7K2
P05852,P0AAM7
P0A6F9,P0A814
P39172,P33218
P0ADR8,P0ABS5
P76008,P77515
P0ADK8,P0A7V3
P0A7K2,P08390
P0AAM3,P76594
P10443,P0A858
P77265,P75967
P75960,P0AG59
P60723,P0AAT6
P32718,P0AEJ2
P0AEB7,P39321
P0A725,P0ABL8
P67910,P0ADS6
P14294,P60723
P0A6F9,P0A8U2
P0ACF0,P77581
P0A6G3,P65367
P0AF90,P0A9Z1
P76502,P0AFS3
P0ABA4,P07604
P39385,P75797
P0A9B2,P00562
P0AF90,P37773
P0ABU7,P25519
P0A7R5,P22188
P05523,P0A742
P28629,P0C0R7
P0AEM0,P76037
P0A6H5,P00561
P0AAF3,P28635
P0AGG4,P25524
P27305,P0AE34
P08331,P0AAR3
P0AFQ7,P15877
P20083,P0AES6
P75869,P0A717
P15288,P60560
P19318,P0AF26
P0A988,P0ADN2
P0AEE3,P37902
P09377,P0A8N3
P0AC16,P42588
P0AEP7,P14294
P0AGK4,P0A6A8
P37095,P68767
P30871,P0A910
P77580,P0AES9
P18776,P18775
P75826,P0ABH9
P0A6H5,P0A8S1
P0A6H5,P0AEE5
P0A8N3,Q46802
P77377,P0A8B5
P23524,P0AAR3
P45539,P0AF90
P0AB40,P39831
P0A7R5,P77717
P76223,P0AFS3
P0A6A8,P02358
P20605,P00509
P0A6M4,P0A8H6
P62617,P0A7R5
P75919,P0A7M2
P29745,P0A8H6
P37351,P75764
P0A7U7,P68066
P37642,P0ADZ0
P30871,P0A7M2
P0ACF0,P0A8T7
P23845,P0A8H8
P0A7U7,P13518
P0AFR2,P32718
P0A8R7,P22525
P0ACD4,P0ADF6
P0A8G6,P0A988
P0A8I5,P02358
P32157,P39384
P39342,P0AF96
P0AFG3,P60716
P0A9M0,P0A7B8
P0AF36,P0A9K3
P77302,P64426
P0A700,P0CE47
P32680,P0A7V8
P75838,P23830
P04335,P69783
P0A7L0,P28631
P75697,P76097
P36979,P0A858
P0A6F9,P45527
P21165,P76512
P77698,P0A7K2
P0A7M2,P0AFG0
P77402,P68066
P0A7K2,P75874
P16678,P0A7M2
P68679,P0A707
P64534,P32718
P76419,P52096
P64517,P75969
P0ADZ0,P77439
P21517,P0AE63
P0AEH5,P0AFA9
P0ABH0,P0ADX7
P05804,P75830
P0AG67,P23367
P77285,P0A847
P69441,P77806
P0AEU7,P0A940
P39831,P0AB91
P08401,P0AC81
P60560,P15034
P0AD24,P0AG67
P0ACC3,P0ADE8
P0A8A0,P39172
